peduc,age,labor,tenure,agegrp,tenuregrp,college,working,wage
high school or equivalent,58,1.6084338,7,50-59,4-7,no,yes,14.92
high school or equivalent,38,-.27510399,3,30-39,0-3,no,no,13.9
graduate,68,-.66683853,8,60 up,8 up,yes,no,26.68
graduate,21,.95659244,1,20-29,0-3,yes,yes,12.43
college,22,-3.6948385,0,20-29,0-3,yes,yes,19.97
high school or equivalent,36,.089380309,3,30-39,0-3,no,yes,19.11
graduate,57,.98245102,8,50-59,8 up,no,yes,24.88
college,56,-.82657212,5,50-59,4-7,yes,yes,28.4
college,21,.43142399,1,20-29,0-3,yes,no,16.78
high school or equivalent,58,-.77463049,5,50-59,4-7,no,no,17.38
college,21,-.54678816,1,20-29,0-3,yes,yes,17.58
high school or equivalent,57,-.3061671,5,50-59,4-7,yes,yes,28.28
college,30,-2.9956074,1,30-39,0-3,no,yes,16.38
high school or equivalent,39,1.2769938,5,30-39,4-7,no,yes,16.95
college,26,.50918764,4,20-29,4-7,no,yes,17.5
college,52,-1.9342201,4,50-59,4-7,yes,yes,25.25
college,45,-3.3037524,2,40-49,0-3,no,yes,12.51
college,29,-.22012855,3,20-29,0-3,yes,yes,19
high school or equivalent,32,-.93029565,2,30-39,0-3,no,yes,21.49
college,54,.70115393,7,50-59,4-7,yes,yes,25.35
high school or equivalent,21,3.3454094,1,20-29,0-3,no,yes,15.42
high school or equivalent,26,1.2507564,3,20-29,0-3,no,yes,18.39
college,44,.81363773,6,40-49,4-7,no,no,21.29
college,55,-.61250508,5,50-59,4-7,no,yes,20.33
graduate,58,-.73436362,7,50-59,4-7,yes,yes,32.31
high school or equivalent,40,-1.4051427,2,40-49,0-3,no,no,12.22
college,20,1.5900841,0,20-29,0-3,yes,yes,20.64
graduate,21,-2.1640875,1,20-29,0-3,yes,no,18.41
high school or equivalent,45,-1.7527921,2,40-49,0-3,no,yes,17.96
college,25,-4.657517,0,20-29,0-3,no,no,10.64
high school or equivalent,45,-1.0378453,3,40-49,0-3,no,yes,21.54
high school or equivalent,26,3.0545859,5,20-29,4-7,no,yes,24.43
high school or equivalent,71,-.48072705,6,60 up,4-7,yes,no,30.57
high school or equivalent,26,2.0674865,4,20-29,4-7,no,yes,17.66
college,27,2.4897182,6,20-29,4-7,no,no,14.88
graduate,57,-2.006216,5,50-59,4-7,no,yes,23.23
college,23,-.54091072,2,20-29,0-3,yes,yes,22.05
college,63,-.77489489,6,60 up,4-7,yes,yes,32.77
college,36,-2.2347736,2,30-39,0-3,no,yes,20.01
high school or equivalent,44,-2.2302957,2,40-49,0-3,no,no,16.34
high school or equivalent,24,-1.6028805,0,20-29,0-3,no,yes,18.21
high school or equivalent,20,2.0056562,0,20-29,0-3,yes,yes,13.92
college,39,1.7563264,6,30-39,4-7,no,yes,19.85
doctorate,46,-1.7727565,5,40-49,4-7,yes,yes,27.78
college,30,1.5356256,5,30-39,4-7,no,yes,17.68
high school or equivalent,70,.71263993,7,60 up,4-7,no,no,23.16
graduate,58,-.25261751,7,50-59,4-7,no,yes,25.01
college,39,4.4432077,9,30-39,8 up,yes,yes,26.05
high school or equivalent,62,1.8805456,8,60 up,8 up,no,yes,20.14
college,33,1.8601373,6,30-39,4-7,no,yes,18.83
college,25,-1.2140625,2,20-29,0-3,yes,no,15.51
college,37,1.2301219,5,30-39,4-7,yes,yes,24.45
high school or equivalent,51,3.3537254,8,50-59,8 up,no,yes,14.14
college,41,3.3270729,8,40-49,8 up,no,yes,20.07
high school or equivalent,28,-3.3715191,0,20-29,0-3,yes,yes,19.77
college,44,.70867091,6,40-49,4-7,yes,yes,27.56
high school or equivalent,23,.10013436,2,20-29,0-3,no,yes,13.97
graduate,20,1.2380745,0,20-29,0-3,yes,yes,15.21
high school or equivalent,70,-.32325852,6,60 up,4-7,no,yes,21.75
high school or equivalent,28,.34685242,3,20-29,0-3,no,yes,19.26
college,62,-1.9442029,5,60 up,4-7,no,yes,19.62
high school or equivalent,46,1.5186131,6,40-49,4-7,no,yes,14.54
college,32,-.2700339,3,30-39,0-3,no,yes,15.1
college,27,-.43193731,3,20-29,0-3,no,no,17.9
high school or equivalent,30,-.54678106,2,30-39,0-3,no,yes,17.63
high school or equivalent,46,2.1609159,6,40-49,4-7,no,yes,24.16
college,33,-1.6681352,2,30-39,0-3,no,yes,12.47
high school or equivalent,47,.74399352,5,40-49,4-7,no,yes,17.28
graduate,28,-4.1135221,1,20-29,0-3,yes,yes,17.27
college,38,1.6164407,6,30-39,4-7,yes,yes,27.85
high school or equivalent,41,1.5684934,5,40-49,4-7,yes,yes,32.29
high school or equivalent,30,.72955453,3,30-39,0-3,yes,yes,21.81
high school or equivalent,41,-.17702803,3,40-49,0-3,no,yes,16.4
graduate,29,-1.0792832,3,20-29,0-3,no,yes,18.27
high school or equivalent,21,2.2403455,1,20-29,0-3,no,no,12.88
graduate,26,1.610369,6,20-29,4-7,yes,yes,24.82
college,27,-.72362632,2,20-29,0-3,no,yes,11.22
high school or equivalent,73,2.1507344,9,60 up,8 up,no,no,24.47
high school or equivalent,23,-1.2357128,1,20-29,0-3,no,no,18.03
college,36,-.80029887,3,30-39,0-3,yes,yes,27.26
college,38,-.66150612,4,30-39,4-7,yes,yes,26.98
graduate,25,1.1603363,5,20-29,4-7,yes,yes,21.49
college,49,-.13011293,5,40-49,4-7,no,no,19.66
college,72,2.0566325,10,60 up,8 up,yes,yes,30.65
high school or equivalent,39,2.7045774,6,30-39,4-7,no,yes,17.9
college,20,1.8920612,0,20-29,0-3,yes,yes,15.85
high school or equivalent,46,-2.778842,1,40-49,0-3,no,no,19.58
college,45,-3.874733,1,40-49,0-3,yes,yes,28.4
high school or equivalent,50,2.6972637,7,50-59,4-7,no,yes,15.22
high school or equivalent,58,-3.2955003,2,50-59,0-3,no,no,21.2
high school or equivalent,47,.87852848,5,40-49,4-7,no,yes,13.33
high school or equivalent,73,.14936207,7,60 up,4-7,no,no,17.16
college,21,-.99694467,1,20-29,0-3,yes,yes,14.35
high school or equivalent,30,-.36178952,2,30-39,0-3,no,no,14.73
college,25,-1.1493841,2,20-29,0-3,no,yes,17.75
high school or equivalent,49,4.5744634,9,40-49,8 up,yes,yes,33.1
college,47,-1.663565,4,40-49,4-7,yes,yes,25.73
college,27,-.76466322,2,20-29,0-3,no,yes,18.46
college,24,2.6042013,4,20-29,4-7,no,yes,18.7
high school or equivalent,35,-.77275455,2,30-39,0-3,yes,yes,23.45
college,57,-1.4846828,5,50-59,4-7,no,no,21
college,38,4.1509304,8,30-39,8 up,no,yes,16.97
college,55,-.7945534,5,50-59,4-7,no,yes,22.33
graduate,28,1.0321909,5,20-29,4-7,yes,yes,21.08
high school or equivalent,39,.13108091,4,30-39,4-7,no,yes,14.23
graduate,58,2.7006366,10,50-59,8 up,no,yes,19.91
graduate,60,2.2472301,10,60 up,8 up,no,no,25.97
high school or equivalent,26,-1.8612336,0,20-29,0-3,no,yes,17.99
college,41,-2.0321937,3,40-49,0-3,no,yes,16.94
high school or equivalent,50,-1.8311844,3,50-59,0-3,no,yes,18
college,29,1.8643296,5,20-29,4-7,yes,yes,26.31
college,24,3.0776212,4,20-29,4-7,yes,yes,25.41
college,38,-2.067246,2,30-39,0-3,yes,yes,22.92
high school or equivalent,54,.93949747,6,50-59,4-7,no,yes,18.62
high school or equivalent,33,-.62541246,2,30-39,0-3,no,yes,19.64
high school or equivalent,37,2.3425202,6,30-39,4-7,no,yes,23.13
high school or equivalent,54,4.3434019,9,50-59,8 up,yes,yes,34.59
college,21,-1.3678042,1,20-29,0-3,yes,no,22.62
college,70,1.6696981,9,60 up,8 up,no,no,19.05
graduate,58,-.38670781,7,50-59,4-7,yes,yes,32.7
high school or equivalent,42,.97175348,5,40-49,4-7,no,yes,19.74
college,54,-1.6299926,4,50-59,4-7,yes,yes,30.56
high school or equivalent,28,4.5357347,7,20-29,4-7,no,no,14.5
high school or equivalent,35,-1.9154481,1,30-39,0-3,no,yes,18.96
high school or equivalent,40,3.2298396,7,40-49,4-7,no,yes,17.63
high school or equivalent,62,3.29898,9,60 up,8 up,no,no,19.63
college,67,-.9892711,6,60 up,4-7,yes,yes,32.66
college,20,.035233397,0,20-29,0-3,no,no,14.59
high school or equivalent,28,-2.9775651,0,20-29,0-3,no,no,14.49
college,41,-1.47493,3,40-49,0-3,yes,yes,22.83
graduate,74,.65732414,10,60 up,8 up,yes,no,29.31
college,55,1.0012699,7,50-59,4-7,no,yes,17.65
graduate,30,-2.8820992,2,30-39,0-3,yes,yes,25.7
college,42,.71746278,5,40-49,4-7,yes,yes,26.49
college,27,-.67265183,3,20-29,0-3,yes,yes,22.77
college,32,-.35827777,3,30-39,0-3,yes,yes,24.98
high school or equivalent,61,.74837297,6,60 up,4-7,no,yes,24.75
high school or equivalent,54,.022103969,5,50-59,4-7,no,yes,14.1
graduate,54,.55496961,7,50-59,4-7,yes,yes,29.35
college,32,.90844822,5,30-39,4-7,yes,yes,27.35
graduate,55,-1.5998133,5,50-59,4-7,no,yes,22.3
high school or equivalent,45,3.2451124,7,40-49,4-7,no,yes,21.45
college,58,.10901116,6,50-59,4-7,no,yes,23.8
high school or equivalent,59,.53600395,6,50-59,4-7,no,yes,19.27
high school or equivalent,71,3.5888021,10,60 up,8 up,no,no,19.39
college,38,2.6054077,7,30-39,4-7,yes,yes,26.23
college,45,1.3710895,6,40-49,4-7,no,yes,19.35
college,49,-.29057223,5,40-49,4-7,no,yes,16.54
high school or equivalent,47,-.069244891,4,40-49,4-7,no,yes,17.34
high school or equivalent,31,1.4821519,4,30-39,4-7,no,yes,18.79
college,54,-2.3260016,4,50-59,4-7,no,yes,20.15
college,45,1.2087067,6,40-49,4-7,no,yes,20.52
high school or equivalent,28,2.7916372,5,20-29,4-7,no,yes,12.73
college,58,-1.0204353,5,50-59,4-7,no,no,19.69
college,40,5.0525746,10,40-49,8 up,no,yes,23.26
high school or equivalent,28,-1.6606724,1,20-29,0-3,yes,yes,17.6
high school or equivalent,27,-1.6878991,1,20-29,0-3,yes,yes,18.35
high school or equivalent,36,-.85777456,2,30-39,0-3,no,yes,22.56
high school or equivalent,46,3.4683802,8,40-49,8 up,no,yes,21.95
college,28,1.1710616,4,20-29,4-7,no,yes,19.68
college,28,.54822952,4,20-29,4-7,no,yes,17.09
graduate,57,2.489378,10,50-59,8 up,yes,yes,35.65
graduate,35,-.0084584896,5,30-39,4-7,yes,yes,21.92
high school or equivalent,31,-2.4525135,0,30-39,0-3,no,yes,18.81
high school or equivalent,33,-.27987584,3,30-39,0-3,no,yes,17.82
college,60,.0054007233,7,60 up,4-7,yes,yes,30.37
doctorate,20,-1.1593994,0,20-29,0-3,yes,no,13.88
graduate,74,5.4870648,14,60 up,8 up,yes,yes,34.38
college,33,-.18920429,4,30-39,4-7,yes,yes,21.88
college,48,.30116907,6,40-49,4-7,yes,yes,28.4
college,41,-1.1612476,3,40-49,0-3,yes,yes,26.94
college,31,-4.2369604,0,30-39,0-3,no,yes,15.55
college,36,-3.1808615,1,30-39,0-3,yes,yes,26.35
college,42,4.6206713,9,40-49,8 up,no,yes,17.74
college,51,-2.6705334,3,50-59,0-3,no,yes,16.61
college,21,-3.3554547,0,20-29,0-3,no,no,11.77
college,36,-2.0450575,2,30-39,0-3,no,yes,19.94
college,21,-.16339701,1,20-29,0-3,yes,yes,17.39
high school or equivalent,58,.28119388,6,50-59,4-7,no,yes,16.06
high school or equivalent,42,2.2741449,6,40-49,4-7,no,yes,17.09
college,56,.061588801,6,50-59,4-7,yes,yes,31.02
college,33,-.51929104,3,30-39,0-3,yes,yes,23.57
high school or equivalent,20,-1.7060467,0,20-29,0-3,no,no,9.5
high school or equivalent,34,1.9122229,5,30-39,4-7,no,yes,13.61
graduate,41,.362324,6,40-49,4-7,no,yes,20.15
college,23,-2.1703339,1,20-29,0-3,no,no,14.5
college,50,1.314021,7,50-59,4-7,no,yes,16.21
college,30,-1.6508143,2,30-39,0-3,yes,yes,21.21
high school or equivalent,34,-.91427791,2,30-39,0-3,no,yes,19.49
high school or equivalent,43,-2.8830698,1,40-49,0-3,no,yes,18.29
college,29,.15995699,4,20-29,4-7,no,no,16.09
graduate,50,-.96026438,6,50-59,4-7,yes,yes,26.26
college,70,-.59529865,7,60 up,4-7,no,no,16.35
college,44,3.9981809,9,40-49,8 up,yes,yes,32.29
graduate,52,3.413763,10,50-59,8 up,yes,yes,29.34
graduate,32,1.5415918,6,30-39,4-7,yes,yes,21.98
college,28,-1.8205132,1,20-29,0-3,no,yes,16.37
college,52,-1.1806723,5,50-59,4-7,no,yes,21.9
high school or equivalent,28,2.02302,4,20-29,4-7,no,yes,18.46
college,28,-2.3454187,1,20-29,0-3,no,yes,16.93
college,54,-.9969722,5,50-59,4-7,yes,yes,23.92
college,29,1.8461652,5,20-29,4-7,yes,yes,24.38
college,51,-.45994374,5,50-59,4-7,yes,yes,29.32
college,43,-.34557942,4,40-49,4-7,yes,yes,27.98
graduate,24,1.4806584,4,20-29,4-7,no,yes,11.74
high school or equivalent,36,-.88583583,2,30-39,0-3,no,yes,16.94
high school or equivalent,44,2.8786962,7,40-49,4-7,no,yes,18.47
college,72,-1.7030433,6,60 up,4-7,no,no,20.7
graduate,27,-.48479888,4,20-29,4-7,yes,yes,22.65
graduate,31,.069341891,5,30-39,4-7,yes,yes,22.83
college,54,-.516514,5,50-59,4-7,yes,yes,28.34
college,32,.7651782,4,30-39,4-7,yes,yes,17.94
high school or equivalent,41,1.3378086,5,40-49,4-7,no,yes,15.65
college,40,-1.4521835,3,40-49,0-3,no,yes,16.96
high school or equivalent,66,-.19014339,6,60 up,4-7,yes,yes,29.14
college,23,2.0189445,3,20-29,0-3,yes,yes,20.77
college,35,-4.2348018,1,30-39,0-3,no,yes,15.21
high school or equivalent,25,-1.7569442,0,20-29,0-3,no,yes,19.08
college,51,-1.3204309,4,50-59,4-7,yes,yes,26.49
college,29,-1.5072566,2,20-29,0-3,no,yes,14.64
college,22,3.1289091,2,20-29,0-3,yes,no,20.13
high school or equivalent,47,4.8522382,9,40-49,8 up,no,yes,22.43
college,33,1.2439462,5,30-39,4-7,yes,yes,27.47
high school or equivalent,54,1.8494196,7,50-59,4-7,no,yes,20.28
college,40,.91067076,5,40-49,4-7,yes,yes,26.09
doctorate,47,.91751254,8,40-49,8 up,no,no,15.53
college,74,2.2476532,10,60 up,8 up,yes,yes,34.01
college,70,-1.2975698,6,60 up,4-7,no,no,19.83
high school or equivalent,25,.87123054,3,20-29,0-3,no,no,16.87
graduate,27,-1.7082188,2,20-29,0-3,no,no,17.97
graduate,21,.64460647,1,20-29,0-3,no,no,13.65
college,55,-.32059991,6,50-59,4-7,no,no,16.03
college,58,-.50386351,6,50-59,4-7,yes,yes,30.68
college,68,-.29780424,7,60 up,4-7,no,no,13.12
college,52,.73454535,6,50-59,4-7,yes,yes,28.92
graduate,28,-.19445859,4,20-29,4-7,no,no,15.44
high school or equivalent,26,5.2097378,6,20-29,4-7,no,yes,16.45
graduate,46,2.4798353,9,40-49,8 up,yes,yes,26.52
college,30,2.7334628,6,30-39,4-7,yes,yes,24.39
doctorate,26,1.0853021,6,20-29,4-7,yes,yes,16.51
college,73,-1.7722235,6,60 up,4-7,yes,yes,29.9
high school or equivalent,25,.44313949,2,20-29,0-3,no,no,14.19
doctorate,27,-2.3545153,3,20-29,0-3,yes,no,19.85
college,26,1.8200747,5,20-29,4-7,no,no,14.36
graduate,51,.14590424,7,50-59,4-7,yes,yes,24.83
high school or equivalent,37,.097697772,3,30-39,0-3,yes,yes,25.94
high school or equivalent,35,2.6290922,6,30-39,4-7,no,yes,16.61
high school or equivalent,51,-3.6213617,1,50-59,0-3,no,yes,20
college,36,1.8189716,6,30-39,4-7,yes,yes,28.06
college,45,.099031866,5,40-49,4-7,no,yes,22.2
high school or equivalent,49,-1.2055929,3,40-49,0-3,no,yes,18.12
college,35,2.4264731,6,30-39,4-7,no,yes,20.89
high school or equivalent,70,-3.4957418,3,60 up,0-3,no,no,23.02
college,32,-.46962112,3,30-39,0-3,no,yes,19.2
college,69,-.86634809,7,60 up,4-7,no,no,18.76
graduate,31,.27902511,5,30-39,4-7,yes,yes,21.78
high school or equivalent,26,1.4963294,4,20-29,4-7,no,yes,12.7
graduate,25,1.2040902,5,20-29,4-7,no,yes,16.66
high school or equivalent,34,.89930332,4,30-39,4-7,no,no,17.27
high school or equivalent,42,.15807018,4,40-49,4-7,no,yes,20.92
college,69,-.11266217,7,60 up,4-7,no,no,15.86
doctorate,59,-.78738868,8,50-59,8 up,yes,yes,30.53
high school or equivalent,27,.72034043,3,20-29,0-3,no,no,10.45
college,58,.23983389,7,50-59,4-7,no,yes,18.34
college,44,-.8853426,4,40-49,4-7,yes,yes,26.18
college,21,-1.4474772,1,20-29,0-3,yes,yes,16.6
college,53,-1.9345611,4,50-59,4-7,yes,yes,31.37
college,37,2.8178382,7,30-39,4-7,yes,yes,25.85
graduate,44,-1.4918638,4,40-49,4-7,no,yes,20.81
high school or equivalent,66,-.66114134,5,60 up,4-7,no,no,18.77
college,31,-2.4478967,1,30-39,0-3,no,yes,16.97
high school or equivalent,37,.52217311,4,30-39,4-7,no,yes,16.98
college,28,-.040631142,3,20-29,0-3,yes,yes,20.14
high school or equivalent,25,1.0715274,3,20-29,0-3,no,no,11.9
high school or equivalent,28,3.2028522,6,20-29,4-7,no,yes,18.46
high school or equivalent,34,-1.3040941,2,30-39,0-3,no,yes,16.95
college,41,-.97391993,4,40-49,4-7,no,yes,19.13
college,59,.48730662,7,50-59,4-7,yes,yes,30.02
college,37,-.065880105,4,30-39,4-7,yes,yes,24.19
college,45,.35100001,5,40-49,4-7,no,yes,19.81
college,20,-1.2178831,0,20-29,0-3,no,no,15.38
college,28,-.099780969,3,20-29,0-3,no,no,14.85
high school or equivalent,46,-.6785301,3,40-49,0-3,yes,yes,30.18
high school or equivalent,27,1.1830342,3,20-29,0-3,no,yes,15.02
high school or equivalent,61,-1.6991277,4,60 up,4-7,no,no,22.01
college,29,-1.9294158,1,20-29,0-3,no,yes,13.29
graduate,54,-.98920155,6,50-59,4-7,yes,yes,31.36
high school or equivalent,28,2.3856761,5,20-29,4-7,no,yes,19.97
high school or equivalent,33,-2.3317194,0,30-39,0-3,no,no,15.34
high school or equivalent,46,-1.8535204,2,40-49,0-3,no,yes,18.15
graduate,20,1.5823052,0,20-29,0-3,yes,yes,12.83
high school or equivalent,56,2.6161754,8,50-59,8 up,no,no,15.93
college,34,2.6109445,7,30-39,4-7,no,yes,19.03
college,35,1.5924311,6,30-39,4-7,yes,yes,25.78
high school or equivalent,28,.3434563,3,20-29,0-3,no,yes,15.81
high school or equivalent,70,.98980987,7,60 up,4-7,no,no,18.18
high school or equivalent,65,2.2481084,8,60 up,8 up,no,yes,24.15
high school or equivalent,28,-2.0255086,0,20-29,0-3,yes,yes,18.53
high school or equivalent,24,-.60651684,1,20-29,0-3,no,yes,13.46
graduate,58,.72222286,8,50-59,8 up,yes,yes,27.46
college,50,.33532235,6,50-59,4-7,yes,yes,32.78
high school or equivalent,28,2.1907969,4,20-29,4-7,no,yes,18.67
high school or equivalent,74,1.108964,8,60 up,8 up,no,no,18.97
high school or equivalent,51,2.5855396,7,50-59,4-7,no,yes,18.95
college,61,-.18258849,6,60 up,4-7,no,no,19.73
college,50,-.93266582,5,50-59,4-7,no,yes,20.88
college,59,-1.2480845,5,50-59,4-7,no,no,20.57
high school or equivalent,52,1.9650586,7,50-59,4-7,no,yes,18.99
high school or equivalent,31,-1.7091194,1,30-39,0-3,no,yes,14.63
college,54,-1.5765591,4,50-59,4-7,yes,yes,26.98
high school or equivalent,51,-2.6401224,2,50-59,0-3,no,yes,21.45
graduate,46,1.6182801,8,40-49,8 up,no,yes,19.08
high school or equivalent,48,1.0322567,5,40-49,4-7,no,yes,18.09
college,22,.83378983,2,20-29,0-3,no,yes,12.54
high school or equivalent,20,1.49103,0,20-29,0-3,no,no,10.74
graduate,61,-2.6228864,5,60 up,4-7,no,yes,20.51
college,53,-2.8280945,3,50-59,0-3,yes,yes,34.02
graduate,49,-3.6417859,3,40-49,0-3,no,no,17.39
high school or equivalent,35,.66353679,4,30-39,4-7,yes,yes,26.5
college,39,.009512458,4,30-39,4-7,no,yes,19.21
graduate,33,-1.931114,3,30-39,0-3,yes,yes,25.12
college,24,.90482646,4,20-29,4-7,no,yes,19.02
college,44,-.98149353,4,40-49,4-7,no,yes,18.21
high school or equivalent,28,.23327078,3,20-29,0-3,no,yes,17.2
high school or equivalent,58,-.45145836,5,50-59,4-7,no,yes,17.69
college,43,-1.2979318,4,40-49,4-7,no,yes,17.88
graduate,26,-2.8025603,2,20-29,0-3,yes,yes,18.33
college,39,2.9160037,7,30-39,4-7,yes,yes,27.67
college,23,-.32910356,2,20-29,0-3,yes,no,15.99
college,47,2.8639762,8,40-49,8 up,yes,yes,29.17
graduate,41,2.1109786,8,40-49,8 up,yes,yes,26.18
college,22,.85114759,2,20-29,0-3,no,yes,19.73
college,22,4.2237,2,20-29,0-3,no,yes,14.06
college,62,1.9574504,9,60 up,8 up,no,no,20.9
college,28,-.69668692,3,20-29,0-3,yes,yes,19.51
graduate,49,-2.9974401,3,40-49,0-3,yes,yes,25.28
college,42,-2.4024115,2,40-49,0-3,yes,yes,23.91
graduate,30,-.092646912,4,30-39,4-7,yes,yes,21.55
college,47,-1.8073127,3,40-49,0-3,yes,yes,30.15
high school or equivalent,23,2.6949282,3,20-29,0-3,no,no,16.14
high school or equivalent,69,3.0524638,9,60 up,8 up,yes,yes,28.38
high school or equivalent,30,-1.7291541,1,30-39,0-3,no,yes,22.75
college,28,.52098989,4,20-29,4-7,no,yes,12.69
college,63,-1.7271295,5,60 up,4-7,yes,yes,28.33
college,26,-2.2338469,1,20-29,0-3,no,yes,17.12
college,29,.71615815,4,20-29,4-7,no,no,17.33
high school or equivalent,66,-1.0044327,5,60 up,4-7,no,no,18.27
college,31,-.40714714,3,30-39,0-3,yes,yes,21.68
high school or equivalent,21,-.66007715,1,20-29,0-3,no,no,14.82
high school or equivalent,27,-.084886953,2,20-29,0-3,no,yes,16.13
college,63,.70672727,8,60 up,8 up,yes,yes,29.66
high school or equivalent,27,-2.7141035,0,20-29,0-3,yes,yes,18.93
high school or equivalent,45,1.7052246,6,40-49,4-7,yes,yes,29.59
high school or equivalent,49,.42009452,5,40-49,4-7,yes,yes,31.8
graduate,48,-2.6664054,4,40-49,4-7,yes,yes,26.78
college,37,-1.274106,3,30-39,0-3,no,yes,20.17
graduate,49,1.1355524,8,40-49,8 up,yes,yes,30.13
college,21,-.99340808,1,20-29,0-3,no,yes,15.13
college,55,2.697257,9,50-59,8 up,yes,yes,31.12
high school or equivalent,34,1.0614172,4,30-39,4-7,no,yes,19.5
college,58,.99927622,7,50-59,4-7,yes,yes,33.92
college,46,-1.110516,4,40-49,4-7,yes,yes,28.21
high school or equivalent,30,.40950227,3,30-39,0-3,no,yes,16.34
college,20,.80574596,0,20-29,0-3,yes,yes,13.14
college,33,-1.4006692,2,30-39,0-3,no,yes,18.01
graduate,47,2.5396478,9,40-49,8 up,no,yes,19.22
college,21,-.50938976,1,20-29,0-3,no,no,13.35
high school or equivalent,47,-.047626894,4,40-49,4-7,no,no,16.67
high school or equivalent,47,-.41754049,4,40-49,4-7,no,no,15.18
graduate,51,.41634351,7,50-59,4-7,yes,yes,22.88
high school or equivalent,57,2.7087736,8,50-59,8 up,no,yes,23.05
graduate,30,-.55973655,4,30-39,4-7,no,yes,13.09
high school or equivalent,29,1.7591308,4,20-29,4-7,no,yes,18.06
high school or equivalent,33,.32218274,3,30-39,0-3,no,yes,18.69
college,45,.098592401,5,40-49,4-7,no,yes,19.02
high school or equivalent,26,-3.3588643,0,20-29,0-3,no,no,12.36
high school or equivalent,23,-1.681457,0,20-29,0-3,no,no,14.07
college,51,-.35214961,5,50-59,4-7,no,no,19.87
high school or equivalent,23,-1.8273733,0,20-29,0-3,yes,yes,18.37
college,35,-.48647109,4,30-39,4-7,yes,yes,23.91
high school or equivalent,32,-2.6390758,0,30-39,0-3,no,no,14.48
high school or equivalent,54,.40215027,5,50-59,4-7,no,no,16.64
high school or equivalent,49,-.4324277,4,40-49,4-7,no,yes,20.29
graduate,52,-3.5705264,3,50-59,0-3,no,no,17.92
high school or equivalent,62,-2.6905341,3,60 up,0-3,yes,yes,29.52
high school or equivalent,22,-1.4826739,0,20-29,0-3,no,no,13.57
college,29,-.47123834,3,20-29,0-3,no,yes,15.87
high school or equivalent,56,.44884995,6,50-59,4-7,no,no,14.94
college,61,.90174437,8,60 up,8 up,yes,yes,28.25
graduate,33,-.82116181,4,30-39,4-7,no,yes,16.04
high school or equivalent,27,-1.0030735,1,20-29,0-3,no,yes,13.41
high school or equivalent,51,.015516346,5,50-59,4-7,no,yes,17.08
high school or equivalent,22,.56040907,2,20-29,0-3,no,yes,17.12
college,28,1.9531568,5,20-29,4-7,yes,yes,23.71
graduate,65,-1.0101793,7,60 up,4-7,yes,yes,28.59
college,33,-.78634113,3,30-39,0-3,no,yes,14.47
college,57,.4710888,7,50-59,4-7,yes,yes,27.46
college,52,-3.3692,2,50-59,0-3,no,yes,15.28
high school or equivalent,28,-1.0061702,1,20-29,0-3,no,no,14.71
college,27,-4.8444977,0,20-29,0-3,no,no,18.73
